ID	Gal	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um
J013331.15+304530.0	M33	18.78	18.82	18.69	18.61	18.46	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.60772449327e-05	0.000122447536387	0.000126359144634	0.000105802279469	0.000108838016774	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.67310374439e-13	1.89743083245e-12	8.34869566277e-13	1.25314854182e-12	6.89231698003e-13	6.29650542368e-13	4.47051885082e-13	3.47023116509e-13	3.36612423014e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013331.18+305110.6	M33	99.99	21.69	19.78	18.69	17.57	16.164	15.389	14.964	99.99	99.99	99.99	99.99	99.99	8.70863425922e-06	4.63027384942e-05	9.82867612717e-05	0.000247047588825	0.000545617532332	0.000715648815242	0.000689176492002	99.99	99.99	99.99	99.99	99.99	1.34947844926e-13	5.93770517674e-14	4.59200712339e-13	2.52560391787e-13	5.84924189278e-13	4.15296174387e-13	7.87695574955e-13	7.64064707706e-13	1.07318762608e-12	1.32538671821e-12	7.77247211226e-13	1.29178486506e-12	4.43553923483e-13	9.576329208e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013331.98+304159.2	M33	19.2	18.99	18.48	18.04	17.38	16.558	15.552	15.265	99.99	99.99	99.99	99.99	3.80878684655e-05	0.00010470081244	0.000153322777253	0.000178852503876	0.00029429346579	0.00037956688615	0.000615885467625	0.000522312542832	99.99	99.99	99.99	99.99	3.17398903879e-13	1.62242994483e-12	7.13869175724e-13	1.52055646863e-12	8.36306057744e-13	1.06438704945e-12	7.5571480511e-13	9.38336058423e-13	9.10185976671e-13	7.4657880539e-13	9.22024824657e-13	6.68896883431e-13	1.11170662026e-12	3.36160301963e-13	7.25770091939e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013332.12+302033.1	M33	22.39	21.55	19.93	19.06	18.26	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.01737515819e-06	9.90717995555e-06	4.03279993437e-05	6.99028728296e-05	0.000130852076702	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.68114596516e-14	1.53520350551e-13	6.75489542424e-14	3.99947100929e-13	2.19970905511e-13	4.16005987877e-13	2.95364251393e-13	4.17213550969e-13	4.0469714444e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013332.23+301429.7	M33	23.49	21.72	19.82	18.85	17.89	16.587	15.743	15.719	99.99	99.99	99.99	99.99	7.32464648178e-07	8.47129979855e-06	4.4627923234e-05	8.4819366507e-05	0.000183984238474	0.000369562858009	0.000516535240655	0.000343819460982	99.99	99.99	99.99	99.99	6.10387206815e-15	1.31270141506e-13	5.77588622628e-14	4.42590974221e-13	2.43425035822e-13	5.04777027417e-13	3.58391689466e-13	5.86622080373e-13	5.69023417962e-13	7.26901653216e-13	8.97723541722e-13	5.60995235021e-13	9.32374080605e-13	2.21282171778e-13	4.77748208868e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013333.38+303246.4	M33	20.06	19.08	17.8	17.21	16.62	15.939	15.574	15.255	99.99	99.99	99.99	99.99	1.72499034517e-05	9.63718179722e-05	0.000286818181119	0.0003841448582	0.000592625888638	0.000671256210835	0.000603531520246	0.000527145441287	99.99	99.99	99.99	99.99	1.43749195431e-13	1.49336494792e-12	6.57080577083e-13	2.84447782927e-12	1.5644628061e-12	2.28612294108e-12	1.62314728817e-12	1.88955007537e-12	1.83286357311e-12	1.32030922159e-12	1.63058188867e-12	6.55479588602e-13	1.08940707626e-12	3.39270754941e-13	7.32485559918e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013333.82+305916.2	M33	18.59	18.53	18.41	18.3	18.16	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.68015698583e-05	0.000159937407353	0.000163533479514	0.000140765110152	0.000143476449024	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.56679748819e-13	2.47836891559e-12	1.09048232286e-12	1.62181963155e-12	8.92000797351e-13	8.37721345876e-13	5.94782155572e-13	4.57465561773e-13	4.4374159492e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013334.34+305037.5	M33	23.32	21.12	19.08	17.95	16.76	15.344	14.52	14.283	99.99	99.99	99.99	99.99	8.56616959987e-07	1.47214318105e-05	8.82280493348e-05	0.000194309943059	0.000520931500169	0.00116114997473	0.00159330880676	0.001290418127	99.99	99.99	99.99	99.99	7.13847466656e-15	2.281213607e-13	1.00373398708e-13	8.74988919023e-13	4.81243905463e-13	1.15637736397e-12	8.21027928418e-13	1.66095706293e-12	1.61112835104e-12	2.28389249074e-12	2.82060722606e-12	1.73045046719e-12	2.87600867647e-12	8.30512981518e-13	1.7930775271e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013334.43+301924.4	M33	21.95	21.38	19.73	18.85	18.03	16.958	16.317	15.555	99.99	99.99	99.99	99.99	3.02542693226e-06	1.15864409247e-05	4.84849193302e-05	8.4819366507e-05	0.000161726288361	0.000262596127374	0.000304438768607	0.00039988071054	99.99	99.99	99.99	99.99	2.52118911022e-14	1.79541956478e-13	7.89984608505e-14	4.80842175176e-13	2.64463196347e-13	5.04777027417e-13	3.58391689466e-13	5.15654017518e-13	5.00184396993e-13	5.165063398e-13	6.37885329654e-13	3.30642877972e-13	5.49528463189e-13	2.57363186562e-13	5.55647119786e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013334.82+302029.1	M33	22.3	20.8	18.81	17.69	16.49	15.18	14.376	14.095	99.99	99.99	99.99	99.99	2.19172806431e-06	1.97674228129e-05	0.00011313752591	0.000246885182035	0.000668006394136	0.00135048049814	0.0018192817236	0.00153437125967	99.99	99.99	99.99	99.99	1.82644005359e-14	3.06313370035e-13	1.34777882815e-13	1.12202505035e-12	6.17113777692e-13	1.46926313451e-12	1.0431768255e-12	2.12989603827e-12	2.06599915712e-12	2.65629103537e-12	3.28051942868e-12	1.97587366315e-12	3.28390202816e-12	9.87521194066e-13	2.13205825799e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013334.89+310250.2	M33	22.64	21.04	19.32	18.43	17.65	16.452	15.535	15.451	99.99	99.99	99.99	99.99	1.60245804818e-06	1.58471092388e-05	7.07304917272e-05	0.000124880613757	0.000229498905953	0.000418493114648	0.000625604633503	0.000440078807508	99.99	99.99	99.99	99.99	1.33538170682e-14	2.45564709279e-13	1.08048472083e-13	7.01459422088e-13	3.85802682149e-13	7.43189528407e-13	5.27664565169e-13	7.31742712148e-13	7.09790430784e-13	8.23143696138e-13	1.01658246473e-12	6.79452611902e-13	1.12925024098e-12	2.83234677876e-13	6.11503669535e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013336.54+301749.0	M33	22.24	21.4	19.86	19.05	18.3	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.3162565938e-06	1.13749645448e-05	4.3013687677e-05	7.05496761484e-05	0.000126119029327	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.93021382816e-14	1.76264946458e-13	7.75565764417e-14	4.26582026549e-13	2.34620114602e-13	4.1985524389e-13	2.98097223162e-13	4.02122529473e-13	3.90058853589e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013336.61+302208.1	M33	17.08	17.04	16.74	16.56	16.37	16.116	15.98	15.788	99.99	99.99	99.99	99.99	0.000268402569193	0.000630884782052	0.000761389138873	0.000699028728296	0.000746071790893	0.000570280231278	0.000415240740299	0.000322649097849	99.99	99.99	99.99	99.99	2.23668807661e-12	9.7761071599e-12	4.30148715036e-12	7.55096666651e-12	4.15303166658e-12	4.16005987877e-12	2.95364251393e-12	2.37880260674e-12	2.30743852854e-12	1.12169725374e-12	1.38529610837e-12	4.50981962816e-13	7.49532022201e-13	2.07656928117e-13	4.48331307804e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013336.64+303532.3	M33	21.62	20.42	18.27	17.08	15.8	14.381	13.631	13.315	99.99	99.99	99.99	99.99	4.10002654644e-06	2.80511100271e-05	0.000186040148441	0.000433007106965	0.00126119029327	0.00281895612898	0.00361326618448	0.0031472442961	99.99	99.99	99.99	99.99	3.4166887887e-14	4.34676291742e-13	1.91257568367e-13	1.84502626553e-12	1.01476444604e-12	2.57691196369e-12	1.82960749422e-12	4.02122529473e-12	3.90058853589e-12	5.54466940087e-12	6.84766671008e-12	3.92427263973e-12	6.52214112723e-12	2.02556612406e-12	4.37319726184e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013336.97+304255.9	M33	19.5	20.4	20.3	20.24	19.98	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.88926028986e-05	2.8572619099e-05	2.86818181119e-05	2.35773518442e-05	2.68398830752e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.40771690821e-13	4.4275752736e-13	1.94813312038e-13	2.84447782927e-13	1.5644628061e-13	1.40313540037e-13	9.96226134263e-14	8.55772656241e-14	8.30099476553e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.00+303637.5	M33	99.99	16.84	16.38	1.05	99.99	15.274	15.137	14.956	99.99	99.99	99.99	99.99	99.99	0.000758490335803	0.00106073445851	1118.13701458	99.99	0.00123847805921	0.000902609617354	0.000694273286281	99.99	99.99	99.99	99.99	99.99	1.17534659474e-11	5.17152501684e-12	1.05196805803e-11	5.78582431914e-12	6.65425717861e-06	4.72452259681e-06	99.99	99.99	2.43599087193e-12	3.00844872683e-12	9.80300383334e-13	1.6292592371e-12	4.46834219787e-13	9.6471508052e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.09+303521.6	M33	17.72	18.0	17.94	17.89	17.76	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000148862966299	0.00026058538327	0.00025211963944	0.000205350150039	0.000207386565585	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.24052471916e-12	4.03799664159e-12	1.7767185223e-12	2.50036006056e-12	1.37519803331e-12	1.2220798455e-12	8.67676690306e-13	6.61238916733e-13	6.41401749231e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.20+305952.4	M33	99.99	21.59	19.86	18.98	18.17	16.828	16.049	15.447	99.99	99.99	99.99	99.99	99.99	9.54882758343e-06	4.3013687677e-05	7.52480109339e-05	0.000142161049033	0.000295997686778	0.000389672678403	0.000441703107986	99.99	99.99	99.99	99.99	99.99	1.47967369578e-13	6.51056426143e-14	4.26582026549e-13	2.34620114602e-13	4.47815974612e-13	3.17949341974e-13	4.53271492293e-13	4.39673347524e-13	5.82204632322e-13	7.19022720917e-13	4.23213168427e-13	7.03380285926e-13	2.84280077506e-13	6.13760687336e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.29+304004.8	M33	22.11	20.35	18.6	17.84	17.13	16.27	15.536	15.2	99.99	99.99	99.99	99.99	2.61087854038e-06	2.99192051511e-05	0.000137279812509	0.000215028004452	0.000370493522608	0.000494866798348	0.000625028695612	0.000554536906194	99.99	99.99	99.99	99.99	2.17573211698e-14	4.63624046763e-13	2.03994580576e-13	1.36145268604e-12	7.4879897732e-13	1.27967469422e-12	9.08569032898e-13	1.18129510875e-12	1.14585625549e-12	9.73364844559e-13	1.20210558303e-12	6.78827101022e-13	1.1282106419e-12	3.56899899101e-13	7.7054688216e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.31+303111.1	M33	17.34	16.94	16.2	15.87	15.54	15.229	14.883	15.135	99.99	99.99	99.99	99.99	0.000211245112027	0.000691751407799	0.00125200677033	0.00131976019179	0.00160243572837	0.00129088726704	0.00114051225614	0.000588749369609	99.99	99.99	99.99	99.99	1.76037593356e-12	1.0719288344e-11	4.71648687136e-12	1.24165960693e-11	6.82912783814e-12	7.85415706284e-12	5.57645151462e-12	5.10926473069e-12	4.95598678877e-12	2.53907574365e-12	3.13575854341e-12	1.23868013413e-12	2.05868638292e-12	3.7891903724e-13	8.18086201402e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.64+305121.7	M33	23.22	21.64	19.75	18.75	17.77	16.342	15.59	15.518	99.99	99.99	99.99	99.99	9.39261819073e-07	9.11905954737e-06	4.75999698199e-05	9.30025859856e-05	0.000205485234123	0.0004631144341	0.000594702763542	0.000413742805639	99.99	99.99	99.99	99.99	7.8271818256e-15	1.4130774092e-13	6.21754060048e-14	4.72065816396e-13	2.59636199018e-13	5.53477004477e-13	3.92968673178e-13	6.55176641905e-13	6.35521342648e-13	9.10910391778e-13	1.12497433385e-12	6.45890909936e-13	1.07347069231e-12	2.66284829624e-13	5.74908947159e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013337.65+301806.4	M33	22.69	21.35	19.58	18.68	17.82	16.734	15.934	15.889	99.99	99.99	99.99	99.99	1.53033555542e-06	1.19110501079e-05	5.5668135717e-05	9.91961974766e-05	0.000196236875124	0.000322766399061	0.000433211479835	0.000293988576328	99.99	99.99	99.99	99.99	1.27527962952e-14	1.84572057457e-13	8.12117052812e-14	5.52080684797e-13	3.03644376638e-13	5.90336426165e-13	4.19138862577e-13	6.25688835554e-13	6.06918170487e-13	6.34856625864e-13	7.84047932942e-13	4.70499506744e-13	7.81970180208e-13	1.89211019242e-13	4.08506590543e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.24+302022.5	M33	17.91	18.02	17.94	1.4	1.31	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000124964503682	0.000255829164007	0.00025211963944	810.018661652	788.461731746	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.04137086402e-12	3.9642948968e-12	1.74428975459e-12	2.50036006056e-12	1.37519803331e-12	4.82058318777e-06	3.42261406332e-06	2.51396024576e-06	2.43854143839e-06	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.28+303118.8	M33	19.91	18.97	16.93	15.98	15.1	13.508	12.867	12.468	99.99	99.99	99.99	99.99	1.98055391185e-05	0.000106647345873	0.000639155716254	0.00119260060275	0.0024031485617	0.00629924234752	0.0073029773996	0.00686642143284	99.99	99.99	99.99	99.99	1.65046159321e-13	1.65259316952e-12	7.2714099459e-13	6.33873437608e-12	3.48630390684e-12	7.09740489637e-12	5.03915747642e-12	7.66228683719e-12	7.43241823207e-12	1.2390124108e-11	1.53018032733e-11	7.93157020118e-12	1.31822696744e-11	4.41922816894e-12	9.54111361674e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.42+303124.8	M33	16.19	16.92	17.32	17.03	17.12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000609237557968	0.000704612026658	0.00044627923234	0.000453414103212	0.000373921656965	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.07697964973e-12	1.09185747933e-11	4.80417290903e-12	4.42590974221e-12	2.43425035822e-12	2.69835808299e-12	1.91583423893e-12	1.19222549782e-12	1.15645873288e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.46+302113.0	M33	99.99	21.16	19.19	18.0	16.68	15.414	14.612	14.222	99.99	99.99	99.99	99.99	99.99	1.41889432483e-05	7.9727230349e-05	0.000185564555012	0.000560764638616	0.00108865010065	0.0014638613914	0.00136499309714	99.99	99.99	99.99	99.99	99.99	2.19869988351e-13	9.67427948745e-14	7.90683276188e-13	4.34875801904e-13	1.10433180923e-12	7.84075584556e-13	1.78796249957e-12	1.73432362459e-12	2.14129082722e-12	2.64449417161e-12	1.58986106014e-12	2.64234908195e-12	8.78509425072e-13	1.89670184873e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.82+305444.7	M33	18.62	18.82	18.3	17.98	17.67	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.49810416236e-05	0.000122447536387	0.000180970037907	0.000189014457663	0.000225310078845	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.41508680197e-13	1.89743083245e-12	8.34869566277e-13	1.79474417759e-12	9.87109297676e-13	1.12486287044e-12	7.98652638012e-13	7.18386902471e-13	6.96835295397e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013339.91+303446.4	M33	18.17	18.08	17.87	17.74	17.51	16.567	15.31	14.803	99.99	99.99	99.99	99.99	9.83527864845e-05	0.000242075061944	0.000268909829512	0.000235773518442	0.000261084217479	0.000376433544512	0.000769661843475	0.000799337991888	99.99	99.99	99.99	99.99	8.19606554038e-13	3.75116314996e-12	1.65051178598e-12	2.66687434227e-12	1.46678088825e-12	1.40313540037e-12	9.96226134263e-13	8.32450475542e-13	8.07476961276e-13	7.40415763928e-13	9.14413468451e-13	8.3590932967e-13	1.38928130591e-12	5.14453854136e-13	1.11070587108e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013340.80+304248.5	M33	99.99	21.62	19.39	18.15	16.77	15.277	14.377	14.065	99.99	99.99	99.99	99.99	99.99	9.2885955221e-06	6.63142217746e-05	0.000161619971002	0.000516155571469	0.00123506074124	0.00181760687462	0.00157735866231	99.99	99.99	99.99	99.99	99.99	1.43934847966e-13	6.33313331052e-14	6.5766170355e-13	3.61713936953e-13	9.61832797073e-13	6.82901285922e-13	1.64572931704e-12	1.59635743753e-12	2.42926927092e-12	3.00014754958e-12	1.97405465407e-12	3.28087883506e-12	1.01518788225e-12	2.19179063777e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013340.85+302107.0	M33	18.25	19.34	19.48	19.46	19.61	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.13664326903e-05	7.58490335803e-05	6.10388970336e-05	4.83609723798e-05	3.77381511459e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.61386939085e-13	1.17534659474e-12	5.17152501684e-13	6.05344433391e-13	3.32939438365e-13	2.87805826501e-13	2.04342136816e-13	1.20325702453e-13	1.16715931379e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013341.49+301730.5	M33	99.99	21.74	19.75	18.59	17.26	15.82	15.002	14.611	99.99	99.99	99.99	99.99	99.99	8.31668115193e-06	4.75999698199e-05	0.000107769290704	0.000328685556003	0.000749011209117	0.00102211545855	0.00095396063748	99.99	99.99	99.99	99.99	99.99	1.28874191404e-13	5.67046442177e-14	4.72065816396e-13	2.59636199018e-13	6.4135661994e-13	4.55363200157e-13	1.04799305772e-12	1.01655326599e-12	1.47324730932e-12	1.819460427e-12	1.11009251017e-12	1.8449737519e-12	6.13968973859e-13	1.32555901456e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013341.90+302038.1	M33	23.39	21.73	19.91	18.97	18.06	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.03131516172e-07	8.39363445517e-06	4.1077752829e-05	7.59442722066e-05	0.000157318798015	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.69276263477e-15	1.30066649615e-13	5.72293258307e-14	4.07382672684e-13	2.24060469976e-13	4.51959564808e-13	3.20891291014e-13	5.0160101397e-13	4.86552983551e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013342.12+305113.0	M33	22.75	21.57	19.78	18.82	17.92	16.667	15.657	15.648	99.99	99.99	99.99	99.99	1.4480603719e-06	9.72635354249e-06	4.63027384942e-05	8.71956911659e-05	0.000178970157195	0.000343311472893	0.000559113471748	0.00036705441746	99.99	99.99	99.99	99.99	1.20671697659e-14	1.50718288365e-13	6.63160468806e-14	4.59200712339e-13	2.52560391787e-13	5.18919011104e-13	3.68432497884e-13	5.70635000089e-13	5.53515950086e-13	6.75267202333e-13	8.33954994881e-13	6.07238323351e-13	1.00923009341e-12	2.36236187516e-13	5.10033928846e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013342.16+301946.6	M33	99.99	21.41	19.47	18.53	17.61	16.447	15.599	15.267	99.99	99.99	99.99	99.99	99.99	1.1270678243e-05	6.16036829941e-05	0.000113892473371	0.000238111636326	0.000420424791098	0.000589793465605	0.000521351293188	99.99	99.99	99.99	99.99	99.99	1.74648939716e-13	7.6845533475e-14	6.1094561647e-13	3.36020089059e-13	6.77796905603e-13	4.81235802978e-13	7.59203856922e-13	7.36427741214e-13	8.26943154809e-13	1.02127479619e-12	6.40559051559e-13	1.06460914369e-12	3.35541641785e-13	7.24434404615e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013342.60+304335.9	M33	19.09	18.82	18.28	18.0	17.68	16.857	15.743	15.571	99.99	99.99	99.99	99.99	4.21489411249e-05	0.000122447536387	0.000184334522108	0.000185564555012	0.000223244423626	0.000288196244406	0.000516535240655	0.000394031058308	99.99	99.99	99.99	99.99	3.51241176041e-13	1.89743083245e-12	8.34869566277e-13	1.82811096306e-12	1.00546102968e-12	1.10433180923e-12	7.84075584556e-13	7.11800691761e-13	6.90446671008e-13	5.66859796567e-13	7.0007184876e-13	5.60995235021e-13	9.32374080605e-13	2.53598350952e-13	5.47518839705e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013342.90+302225.0	M33	22.76	21.49	19.71	18.83	18.01	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.43478447461e-06	1.0470081244e-05	4.93863212803e-05	8.63962762642e-05	0.000164733004546	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.19565372885e-14	1.62242994483e-13	7.13869175724e-14	4.89781698647e-13	2.69379934256e-13	5.14161533014e-13	3.6505468844e-13	5.25240741459e-13	5.09483519216e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013343.04+303836.3	M33	19.3	20.07	20.48	20.12	19.73	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.47365488885e-05	3.8721310886e-05	2.43000225918e-05	2.63326777548e-05	3.3789410853e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.89471240737e-13	6.00020313317e-13	2.64008937859e-13	2.40991959588e-13	1.32545577773e-13	1.56711036033e-13	1.11264835584e-13	1.07735394366e-13	1.04503332535e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013343.43+303317.0	M33	18.65	19.73	19.83	19.88	20.11	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.32101278375e-05	5.29602530637e-05	4.42187719745e-05	3.28469481172e-05	2.38111636326e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.26751065312e-13	8.20665078466e-13	3.61092634525e-13	4.3853327578e-13	2.41193301679e-13	1.95478762848e-13	1.38789921622e-13	7.59203856922e-14	7.36427741214e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013344.15+303205.7	M33	18.78	18.08	17.12	16.71	16.29	15.679	15.346	15.22	99.99	99.99	99.99	99.99	5.60772449327e-05	0.000242075061944	0.000536545648951	0.000608828570679	0.000803120329767	0.000852880759448	0.000744560438435	0.000544415466985	99.99	99.99	99.99	99.99	4.67310374439e-13	3.75116314996e-12	1.65051178598e-12	5.32111387389e-12	2.92661263064e-12	3.62326068645e-12	2.57251508738e-12	2.56069825625e-12	2.48387730856e-12	1.67755070783e-12	2.07177512417e-12	8.08647358925e-13	1.34397191053e-12	3.50385741807e-13	7.56482816561e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013344.83+302304.5	M33	21.72	21.04	19.31	18.39	17.48	16.333	15.588	15.077	99.99	99.99	99.99	99.99	3.739268652e-06	1.58471092388e-05	7.13849529093e-05	0.000129567185357	0.000268398830752	0.000466969286465	0.000595799256113	0.000621055561385	99.99	99.99	99.99	99.99	3.11605721e-14	2.45564709279e-13	1.08048472083e-13	7.07949946208e-13	3.89372470415e-13	7.7108025406e-13	5.47466980383e-13	8.55772656241e-13	8.30099476553e-13	9.18492589222e-13	1.13433834769e-12	6.47081781457e-13	1.07544992078e-12	3.99711299137e-13	8.62976694837e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013345.15+303620.1	M33	17.25	17.08	16.6	1.12	0.8	15.621	15.504	15.236	99.99	99.99	99.99	99.99	0.00022950210257	0.000608065063505	0.000866177059511	1048.32278341	1261.19029327	0.000899680519751	0.000643724378535	0.00053645148906	99.99	99.99	99.99	99.99	1.91251752142e-12	9.42249581877e-12	4.14589816026e-12	8.59018571416e-12	4.72460214279e-12	6.23877871498e-06	4.42953288763e-06	4.02122529473e-06	3.90058853589e-06	1.76960222869e-12	2.18545875243e-12	6.99131986749e-13	1.16195736198e-12	3.45260126386e-13	7.45416612867e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013345.27+302256.4	M33	99.99	21.84	19.9	18.94	18.0	16.656	16.079	15.637	99.99	99.99	99.99	99.99	99.99	7.58490335803e-06	4.14578405962e-05	7.80719495777e-05	0.000166257260271	0.000346807369178	0.000379053016098	0.000370792085076	99.99	99.99	99.99	99.99	99.99	1.17534659474e-13	5.17152501684e-14	4.11152138144e-13	2.26133675979e-13	4.64621798717e-13	3.29881477089e-13	5.30100734203e-13	5.14197712177e-13	6.82143360837e-13	8.42447050634e-13	4.11679434653e-13	6.84211220394e-13	2.38641750031e-13	5.15227538317e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013345.50+304442.1	M33	19.77	19.05	17.93	17.38	16.81	15.79	14.491	14.093	99.99	99.99	99.99	99.99	2.25313217117e-05	9.90717995555e-05	0.000254452473741	0.000328469481172	0.000497485720487	0.000769995730451	0.0016364395105	0.0015372002808	99.99	99.99	99.99	99.99	1.87761014264e-13	1.53520350551e-12	6.75489542424e-13	2.52349560735e-12	1.38792258404e-12	1.95478762848e-12	1.38789921622e-12	1.5862016808e-12	1.53861563037e-12	1.51452224515e-12	1.87043497276e-12	1.77729358141e-12	2.95386193231e-12	9.89341951796e-13	2.13598927393e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
